time,elapsed_seconds,message
2022-08-30 14:43:05,1.0974e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 18: cols = 21: size = 378: nonzeros = 378
2022-08-30 14:43:05,5.923e-06,U info: rows = 21: cols = 18: size = 378: nonzeros = 378
2022-08-30 14:43:05,5.238e-06,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 318033
2022-08-30 14:43:05,0.00634516,linear algebra multiplication to compute ugrade complete
2022-08-30 14:43:05,7.9461e-05,commencing check of parameter bounds
2022-08-30 14:43:05,1.7538e-05,limiting out of bounds pars
2022-08-30 14:43:05,1.9007e-05,change limit/bound enforement for lambda 0.1: lower bound,PERM_P, scaling factor: 0.131744
2022-08-30 14:43:05,5.337e-06,checking for denormal floating point values
2022-08-30 14:43:05,5.791e-06,transforming upgrade pars to model pars
2022-08-30 14:43:05,6.31e-06,writing upgrade vector to csv file
2022-08-30 14:43:05,0.000124144,beginning upgrade vector calculations, lambda = 1
2022-08-30 14:43:05,4.5643e-05,commencing calculation of upgrade vector
2022-08-30 14:43:05,0.0666698,forming JtQJ matrix
2022-08-30 14:43:05,0.0110042,commencing to scale JtQJ matrix- first SVD...
2022-08-30 14:43:05,5.1632e-05,starting REDSVD
2022-08-30 14:43:05,6.5499e-05,retrieving REDSVD components
2022-08-30 14:43:05,1.3779e-05,triming REDSVD components to 15elements
2022-08-30 14:43:05,1.0031e-05,done REDSVD
2022-08-30 14:43:05,3.4263e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,2.02e-05,JS
2022-08-30 14:43:05,0.00268218,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-08-30 14:43:05,0.0112678,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,4.6998e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-08-30 14:43:05,1.0644e-05,starting REDSVD
2022-08-30 14:43:05,0.000123604,retrieving REDSVD components
2022-08-30 14:43:05,2.4889e-05,triming REDSVD components to 18elements
2022-08-30 14:43:05,1.459e-05,done REDSVD
2022-08-30 14:43:05,5.386e-06,SVD factorization complete
2022-08-30 14:43:05,0.000212293,commencing linear algebra multiplication to compute ugrade
2022-08-30 14:43:05,8.05e-06,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 18: cols = 21: size = 378: nonzeros = 378
2022-08-30 14:43:05,4.998e-06,U info: rows = 21: cols = 18: size = 378: nonzeros = 378
2022-08-30 14:43:05,5.254e-06,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 318033
2022-08-30 14:43:05,0.00559715,linear algebra multiplication to compute ugrade complete
2022-08-30 14:43:05,4.8353e-05,commencing check of parameter bounds and gradients
2022-08-30 14:43:05,1.7443e-05,commencing calculation of upgrade vector
2022-08-30 14:43:05,0.0651803,forming JtQJ matrix
2022-08-30 14:43:05,0.0110269,commencing to scale JtQJ matrix- first SVD...
2022-08-30 14:43:05,5.6964e-05,starting REDSVD
2022-08-30 14:43:05,7.5256e-05,retrieving REDSVD components
2022-08-30 14:43:05,1.4858e-05,triming REDSVD components to 15elements
2022-08-30 14:43:05,2.1963e-05,done REDSVD
2022-08-30 14:43:05,2.7626e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,1.6672e-05,JS
2022-08-30 14:43:05,0.00266591,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-08-30 14:43:05,0.011154,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,4.5722e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-08-30 14:43:05,1.0398e-05,starting REDSVD
2022-08-30 14:43:05,0.000121324,retrieving REDSVD components
2022-08-30 14:43:05,1.547e-05,triming REDSVD components to 18elements
2022-08-30 14:43:05,1.181e-05,done REDSVD
2022-08-30 14:43:05,6.635e-06,SVD factorization complete
2022-08-30 14:43:05,0.000233957,commencing linear algebra multiplication to compute ugrade
2022-08-30 14:43:05,8.684e-06,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 18: cols = 21: size = 378: nonzeros = 378
2022-08-30 14:43:05,5.017e-06,U info: rows = 21: cols = 18: size = 378: nonzeros = 378
2022-08-30 14:43:05,6.738e-06,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 318033
2022-08-30 14:43:05,0.00557913,linear algebra multiplication to compute ugrade complete
2022-08-30 14:43:05,5.4653e-05,commencing check of parameter bounds
2022-08-30 14:43:05,1.7524e-05,limiting out of bounds pars
2022-08-30 14:43:05,1.9634e-05,change limit/bound enforement for lambda 1: lower bound,PERM_P, scaling factor: 0.101031
2022-08-30 14:43:05,5.571e-06,checking for denormal floating point values
2022-08-30 14:43:05,5.731e-06,transforming upgrade pars to model pars
2022-08-30 14:43:05,5.851e-06,writing upgrade vector to csv file
2022-08-30 14:43:05,0.000118615,beginning upgrade vector calculations, lambda = 10
2022-08-30 14:43:05,4.4584e-05,commencing calculation of upgrade vector
2022-08-30 14:43:05,0.0646343,forming JtQJ matrix
2022-08-30 14:43:05,0.011025,commencing to scale JtQJ matrix- first SVD...
2022-08-30 14:43:05,5.6854e-05,starting REDSVD
2022-08-30 14:43:05,6.6227e-05,retrieving REDSVD components
2022-08-30 14:43:05,1.4224e-05,triming REDSVD components to 15elements
2022-08-30 14:43:05,9.428e-06,done REDSVD
2022-08-30 14:43:05,2.1971e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,1.796e-05,JS
2022-08-30 14:43:05,0.00236407,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-08-30 14:43:05,0.0108867,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,4.4556e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-08-30 14:43:05,9.933e-06,starting REDSVD
2022-08-30 14:43:05,0.000119794,retrieving REDSVD components
2022-08-30 14:43:05,2.5577e-05,triming REDSVD components to 18elements
2022-08-30 14:43:05,1.5015e-05,done REDSVD
2022-08-30 14:43:05,5.365e-06,SVD factorization complete
2022-08-30 14:43:05,0.000228037,commencing linear algebra multiplication to compute ugrade
2022-08-30 14:43:05,1.3372e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 18: cols = 21: size = 378: nonzeros = 378
2022-08-30 14:43:05,5.558e-06,U info: rows = 21: cols = 18: size = 378: nonzeros = 378
2022-08-30 14:43:05,4.926e-06,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 318033
2022-08-30 14:43:05,0.00542955,linear algebra multiplication to compute ugrade complete
2022-08-30 14:43:05,5.0342e-05,commencing check of parameter bounds and gradients
2022-08-30 14:43:05,1.7846e-05,commencing calculation of upgrade vector
2022-08-30 14:43:05,0.0666553,forming JtQJ matrix
2022-08-30 14:43:05,0.0110463,commencing to scale JtQJ matrix- first SVD...
2022-08-30 14:43:05,4.6528e-05,starting REDSVD
2022-08-30 14:43:05,7.4361e-05,retrieving REDSVD components
2022-08-30 14:43:05,1.812e-05,triming REDSVD components to 15elements
2022-08-30 14:43:05,1.3423e-05,done REDSVD
2022-08-30 14:43:05,2.2673e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,1.6175e-05,JS
2022-08-30 14:43:05,0.00322325,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-08-30 14:43:05,0.0115996,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,6.9751e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-08-30 14:43:05,1.0884e-05,starting REDSVD
2022-08-30 14:43:05,0.000119538,retrieving REDSVD components
2022-08-30 14:43:05,2.5561e-05,triming REDSVD components to 18elements
2022-08-30 14:43:05,1.4528e-05,done REDSVD
2022-08-30 14:43:05,5.539e-06,SVD factorization complete
2022-08-30 14:43:05,0.000215956,commencing linear algebra multiplication to compute ugrade
2022-08-30 14:43:05,8.296e-06,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 18: cols = 21: size = 378: nonzeros = 378
2022-08-30 14:43:05,5.175e-06,U info: rows = 21: cols = 18: size = 378: nonzeros = 378
2022-08-30 14:43:05,4.809e-06,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 318033
2022-08-30 14:43:05,0.00581515,linear algebra multiplication to compute ugrade complete
2022-08-30 14:43:05,8.1708e-05,commencing check of parameter bounds
2022-08-30 14:43:05,2.467e-05,limiting out of bounds pars
2022-08-30 14:43:05,2.1152e-05,change limit/bound enforement for lambda 10: lower bound,PERM_P, scaling factor: 0.0972616
2022-08-30 14:43:05,5.962e-06,checking for denormal floating point values
2022-08-30 14:43:05,6.55e-06,transforming upgrade pars to model pars
2022-08-30 14:43:05,5.909e-06,writing upgrade vector to csv file
2022-08-30 14:43:05,0.000150934,beginning upgrade vector calculations, lambda = 100
2022-08-30 14:43:05,4.2427e-05,commencing calculation of upgrade vector
2022-08-30 14:43:05,0.0658659,forming JtQJ matrix
2022-08-30 14:43:05,0.0109592,commencing to scale JtQJ matrix- first SVD...
2022-08-30 14:43:05,4.911e-05,starting REDSVD
2022-08-30 14:43:05,6.4848e-05,retrieving REDSVD components
2022-08-30 14:43:05,1.3069e-05,triming REDSVD components to 15elements
2022-08-30 14:43:05,9.424e-06,done REDSVD
2022-08-30 14:43:05,2.1681e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,2.6645e-05,JS
2022-08-30 14:43:05,0.00235685,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-08-30 14:43:05,0.0111466,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,5.1429e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-08-30 14:43:05,1.0143e-05,starting REDSVD
2022-08-30 14:43:05,0.000119011,retrieving REDSVD components
2022-08-30 14:43:05,2.5165e-05,triming REDSVD components to 17elements
2022-08-30 14:43:05,1.4344e-05,done REDSVD
2022-08-30 14:43:05,5.63e-06,SVD factorization complete
2022-08-30 14:43:05,0.000192771,commencing linear algebra multiplication to compute ugrade
2022-08-30 14:43:05,9.69e-06,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 17: cols = 21: size = 357: nonzeros = 357
2022-08-30 14:43:05,5.876e-06,U info: rows = 21: cols = 17: size = 357: nonzeros = 357
2022-08-30 14:43:05,5.012e-06,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 318033
2022-08-30 14:43:05,0.00548776,linear algebra multiplication to compute ugrade complete
2022-08-30 14:43:05,4.8886e-05,commencing check of parameter bounds and gradients
2022-08-30 14:43:05,1.8064e-05,commencing calculation of upgrade vector
2022-08-30 14:43:05,0.0649775,forming JtQJ matrix
2022-08-30 14:43:05,0.0112743,commencing to scale JtQJ matrix- first SVD...
2022-08-30 14:43:05,4.8657e-05,starting REDSVD
2022-08-30 14:43:05,6.5628e-05,retrieving REDSVD components
2022-08-30 14:43:05,1.3259e-05,triming REDSVD components to 15elements
2022-08-30 14:43:05,1.0571e-05,done REDSVD
2022-08-30 14:43:05,3.0369e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,2.126e-05,JS
2022-08-30 14:43:05,0.00262225,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-08-30 14:43:05,0.0119065,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:05,5.6235e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-08-30 14:43:05,1.0379e-05,starting REDSVD
2022-08-30 14:43:05,0.000124961,retrieving REDSVD components
2022-08-30 14:43:05,2.6923e-05,triming REDSVD components to 17elements
2022-08-30 14:43:05,1.5206e-05,done REDSVD
2022-08-30 14:43:05,5.632e-06,SVD factorization complete
2022-08-30 14:43:05,0.000242507,commencing linear algebra multiplication to compute ugrade
2022-08-30 14:43:05,1.0399e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 17: cols = 21: size = 357: nonzeros = 357
2022-08-30 14:43:05,5.743e-06,U info: rows = 21: cols = 17: size = 357: nonzeros = 357
2022-08-30 14:43:05,5.045e-06,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 318033
2022-08-30 14:43:05,0.00567859,linear algebra multiplication to compute ugrade complete
2022-08-30 14:43:05,5.65e-05,commencing check of parameter bounds
2022-08-30 14:43:05,1.7914e-05,limiting out of bounds pars
2022-08-30 14:43:05,1.9589e-05,change limit/bound enforement for lambda 100: lower bound,PERM_P, scaling factor: 0.401453
2022-08-30 14:43:05,5.573e-06,checking for denormal floating point values
2022-08-30 14:43:05,5.659e-06,transforming upgrade pars to model pars
2022-08-30 14:43:05,5.875e-06,writing upgrade vector to csv file
2022-08-30 14:43:05,0.0001086,beginning upgrade vector calculations, lambda = 1000
2022-08-30 14:43:05,5.8946e-05,commencing calculation of upgrade vector
2022-08-30 14:43:06,0.0655156,forming JtQJ matrix
2022-08-30 14:43:06,0.010966,commencing to scale JtQJ matrix- first SVD...
2022-08-30 14:43:06,4.7222e-05,starting REDSVD
2022-08-30 14:43:06,6.4204e-05,retrieving REDSVD components
2022-08-30 14:43:06,1.3183e-05,triming REDSVD components to 15elements
2022-08-30 14:43:06,2.0727e-05,done REDSVD
2022-08-30 14:43:06,2.8798e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:06,1.6628e-05,JS
2022-08-30 14:43:06,0.00265152,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-08-30 14:43:06,0.0111197,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:06,4.2987e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-08-30 14:43:06,9.366e-06,starting REDSVD
2022-08-30 14:43:06,0.000114568,retrieving REDSVD components
2022-08-30 14:43:06,2.4902e-05,triming REDSVD components to 16elements
2022-08-30 14:43:06,1.3452e-05,done REDSVD
2022-08-30 14:43:06,5.38e-06,SVD factorization complete
2022-08-30 14:43:06,0.000215208,commencing linear algebra multiplication to compute ugrade
2022-08-30 14:43:06,1.7758e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 16: cols = 21: size = 336: nonzeros = 336
2022-08-30 14:43:06,8.797e-06,U info: rows = 21: cols = 16: size = 336: nonzeros = 336
2022-08-30 14:43:06,5.313e-06,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 318033
2022-08-30 14:43:06,0.00570411,linear algebra multiplication to compute ugrade complete
2022-08-30 14:43:06,4.8914e-05,commencing check of parameter bounds and gradients
2022-08-30 14:43:06,1.7569e-05,commencing calculation of upgrade vector
2022-08-30 14:43:06,0.0651885,forming JtQJ matrix
2022-08-30 14:43:06,0.0110018,commencing to scale JtQJ matrix- first SVD...
2022-08-30 14:43:06,4.7348e-05,starting REDSVD
2022-08-30 14:43:06,6.6802e-05,retrieving REDSVD components
2022-08-30 14:43:06,1.3411e-05,triming REDSVD components to 15elements
2022-08-30 14:43:06,9.834e-06,done REDSVD
2022-08-30 14:43:06,2.2493e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:06,5.403e-06,JS
2022-08-30 14:43:06,0.00270487,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-08-30 14:43:06,0.0111098,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 14:43:06,4.1958e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-08-30 14:43:06,1.002e-05,starting REDSVD
2022-08-30 14:43:06,0.000118316,retrieving REDSVD components
2022-08-30 14:43:06,2.5498e-05,triming REDSVD components to 16elements
2022-08-30 14:43:06,1.3935e-05,done REDSVD
2022-08-30 14:43:06,5.735e-06,SVD factorization complete
2022-08-30 14:43:06,0.000227525,commencing linear algebra multiplication to compute ugrade
2022-08-30 14:43:06,1.2296e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 16: cols = 21: size = 336: nonzeros = 336
2022-08-30 14:43:06,1.6429e-05,U info: rows = 21: cols = 16: size = 336: nonzeros = 336
2022-08-30 14:43:06,1.0533e-05,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 318033
2022-08-30 14:43:06,0.00568244,linear algebra multiplication to compute ugrade complete
2022-08-30 14:43:06,5.0679e-05,commencing check of parameter bounds
2022-08-30 14:43:06,1.6571e-05,limiting out of bounds pars
2022-08-30 14:43:06,1.8259e-05,change limit/bound enforement for lambda 1000: ,, scaling factor: 1
2022-08-30 14:43:06,5.707e-06,checking for denormal floating point values
2022-08-30 14:43:06,6.026e-06,transforming upgrade pars to model pars
2022-08-30 14:43:06,6.168e-06,writing upgrade vector to csv file
2022-08-30 14:43:06,0.00286285,LinearAnalysis::glm_iter_fosm
2022-08-30 14:43:06,2.6917e-05,starting FOSM uncertainty analyses for iteration 0
2022-08-30 14:43:06,0.0719683,loading obscov
2022-08-30 14:43:06,0.00232826,loading parcov
2022-08-30 14:43:06,0.00106585,set_predictions
2022-08-30 14:43:06,0.00292764,parameter fosm calcs
2022-08-30 14:43:06,3.4698e-05,LinearAnalysis::calc_posterior
2022-08-30 14:43:06,1.0083e-05,LinearAnalysis::align
2022-08-30 14:43:06,0.0173965,LinearAnalysis::prior_prediction_variance()::invert obscov
2022-08-30 14:43:06,6.3588e-05,inverting diagonal matrix in place
2022-08-30 14:43:06,0.000237224,LinearAnalysis::calc_posterior() form JtQJ
2022-08-30 14:43:06,0.0161247,LinearAnalysis::calc_posterior() invert prior parcov
2022-08-30 14:43:06,7.3562e-05,LinearAnalysis::calc_posterior() form posterior parcov
2022-08-30 14:43:06,1.6161e-05,LinearAnalysis::calc_posterior() invert posterior parcov
2022-08-30 14:43:06,5.421e-06,inverting non-diagonal matrix in place
2022-08-30 15:08:05,1498.93,completed iteration 1
2022-08-30 15:08:05,0.15905,beginning iteration 2
2022-08-30 15:08:05,2.2248e-05,commencing to build jacobian parameter sets
2022-08-30 15:08:05,0.00288126,jacobian parameter sets built, commencing model runs
2022-08-30 16:01:58,3232.7,jacobian runs complete, processing runs
2022-08-30 16:01:58,0.0125922,processing jacobian runs complete
2022-08-30 16:01:58,5.1371e-05,saving jacobian and sen files
2022-08-30 16:01:58,0.0898986,commencing calculation of upgrade vector
2022-08-30 16:01:58,0.0597443,forming JtQJ matrix
2022-08-30 16:01:58,0.0102849,commencing to scale JtQJ matrix- first SVD...
2022-08-30 16:01:58,4.9563e-05,starting REDSVD
2022-08-30 16:01:58,8.644e-05,retrieving REDSVD components
2022-08-30 16:01:58,3.1773e-05,triming REDSVD components to 14elements
2022-08-30 16:01:58,1.3807e-05,done REDSVD
2022-08-30 16:01:58,2.2115e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 16:01:58,1.671e-05,JS
2022-08-30 16:01:58,0.00262963,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-08-30 16:01:58,0.0113249,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 16:01:58,6.0665e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-08-30 16:01:58,1.2237e-05,starting REDSVD
2022-08-30 16:01:58,0.000101291,retrieving REDSVD components
2022-08-30 16:01:58,2.4088e-05,triming REDSVD components to 14elements
2022-08-30 16:01:58,1.3418e-05,done REDSVD
2022-08-30 16:01:58,5.359e-06,SVD factorization complete
2022-08-30 16:01:58,0.000168608,commencing linear algebra multiplication to compute ugrade
2022-08-30 16:01:58,1.0162e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 14: cols = 21: size = 294: nonzeros = 294
2022-08-30 16:01:58,5.813e-06,U info: rows = 21: cols = 14: size = 294: nonzeros = 294
2022-08-30 16:01:58,5.259e-06,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 319254
2022-08-30 16:01:58,0.00584208,linear algebra multiplication to compute ugrade complete
2022-08-30 16:01:58,4.9101e-05,commencing check of parameter bounds and gradients
2022-08-30 16:01:58,0.00262681,beginning upgrade vector calculations, lambda = 0.1
2022-08-30 16:01:58,3.5004e-05,commencing calculation of upgrade vector
2022-08-30 16:01:58,0.0623434,forming JtQJ matrix
2022-08-30 16:01:58,0.0102058,commencing to scale JtQJ matrix- first SVD...
2022-08-30 16:01:58,5.3829e-05,starting REDSVD
2022-08-30 16:01:58,6.5069e-05,retrieving REDSVD components
2022-08-30 16:01:58,1.3319e-05,triming REDSVD components to 14elements
2022-08-30 16:01:58,1.0075e-05,done REDSVD
2022-08-30 16:01:58,2.2211e-05,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 16:01:58,5.985e-06,JS
2022-08-30 16:01:58,0.00242989,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-08-30 16:01:58,0.0110394,S info: rows = 21: cols = 21: size = 441: nonzeros = 21
2022-08-30 16:01:58,5.2892e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-08-30 16:01:58,1.1072e-05,starting REDSVD
2022-08-30 16:01:58,0.000131027,retrieving REDSVD components
2022-08-30 16:01:58,2.6679e-05,triming REDSVD components to 17elements
2022-08-30 16:01:58,1.5084e-05,done REDSVD
2022-08-30 16:01:58,5.439e-06,SVD factorization complete
2022-08-30 16:01:58,0.000203132,commencing linear algebra multiplication to compute ugrade
2022-08-30 16:01:58,8.391e-06,S info: rows = 21: cols = 21: size = 441: nonzeros = 21Vt info: rows = 17: cols = 21: size = 357: nonzeros = 357
2022-08-30 16:01:58,5.302e-06,U info: rows = 21: cols = 17: size = 357: nonzeros = 357
2022-08-30 16:01:58,4.787e-06,jac info: rows = 15344: cols = 21: size = 322224: nonzeros = 319254
2022-08-30 16:01:58,0.00611427,linear algebra multiplication to compute ugrade complete
2022-08-30 16:01:58,6.5758e-05,commencing check of parameter bounds and gradients
2022-08-30 16:01:58,2.0224e-05,commencing calculation of upgrade vector
2022-08-30 16:01:58,0.0847468,forming JtQJ matrix
2022-08-30 16:01:58,0.0111195,commencing to scale JtQJ matrix- first SVD...
2022-08-30 16:01:58,4.998e-05,starting REDSVD
